x	f(x)	gradient

0.0 0.0 0
0.0009999999994444444 -7.0179969959900035 -18.0
0.001999832957048495 -7.035984963239322 -17.99398800000335
0.00299949795566101 -7.053963864292152 -17.987953010275437
0.00399899407808169 -7.071933661737649 -17.981895048410202
0.004998320407062402 -7.089894318210157 -17.975814132087873
0.0059974760253085 -7.107845796389429 -17.969710279074924
0.00699646001548016 -7.125788059000857 -17.963583507224058
0.007995271460193711 -7.143721068815693 -17.95743383447414
0.008993909442022975 -7.161644788651277 -17.951261278850172
0.009992373043500608 -7.179559181371259 -17.945065858463245
0.01099066134711945 -7.197464209885824 -17.93884759151051
0.011988773435333874 -7.215359837151919 -17.932606496275117
0.012986708390561142 -7.233246026173469 -17.926342591126193
0.013984465295182769 -7.251122740001611 -17.920055894518775
0.014982043231545884 -7.268989941734908 -17.913746424993796
0.0159794412819646 -7.286847594519577 -17.90741420117802
0.016976658528721402 -7.304695661549712 -17.901059241784008
0.017973694054068495 -7.322534106067503 -17.89468156561006
0.018970546940229212 -7.340362891363463 -17.888281191540198
0.019967216269399398 -7.358181980776645 -17.881858138544086
0.020963701123748797 -7.375991337694868 -17.875412425677016
0.021960000585422454 -7.393790925554937 -17.868944072079838
0.022956113736542105 -7.411580707842864 -17.862453096978925
0.0239520396592076 -7.429360648094089 -17.855939519686128
0.024947777435498298 -7.447130709893701 -17.849403359598718
0.025943326147474494 -7.464890856876657 -17.842844636199356
0.02693868487717883 -7.482641052728007 -17.836263369056024
0.027933852706637726 -7.500381261183108 -17.829659577821985
0.028928828717862808 -7.518111446027847 -17.82303328223574
0.029923611992852338 -7.53583157109886 -17.816384502120975
0.030918201613592655 -7.55354160028375 -17.809713257386502
0.031912596662059624 -7.5712414975213065 -17.80301956802622
0.032906796220220066 -7.588931226801726 -17.79630345411906
0.03390079937003324 -7.606610752166828 -17.78956493582893
0.034894605193452284 -7.624280037710272 -17.782804033404673
0.03588821277242566 -7.641939047577778 -17.776020767180004
0.03688162118889866 -7.659587745967343 -17.76921515757346
0.037874829524814836 -7.677226097129457 -17.76238722508835
0.038867836862117526 -7.694854065367321 -17.755536990312706
0.03986064228275128 -7.712471615037064 -17.748664473919213
0.0408532448686634 -7.730078710547959 -17.74176969666517
0.041845643701805386 -7.747675316362636 -17.734852679392432
0.04283783786413446 -7.765261396997302 -17.727913443027347
0.043829826437615065 -7.782836917021957 -17.720952008580706
0.04482160850422036 -7.8004018410606015 -17.713968397147692
0.04581318314593374 -7.817956133791461 -17.70696262990781
0.04680454944475034 -7.835499759947194 -17.699934728124845
0.04779570648267859 -7.8530326843151075 -17.692884713146785
0.04878665334174169 -7.870554871737373 -17.685812606405786
0.049777389103979185 -7.888066287111239 -17.6787184294181
0.05076791285144847 -7.905566895389241 -17.67160220378402
0.051758223666226365 -7.92305666157942 -17.664463951187802
0.05274832063041062 -7.940535550745531 -17.657303693397644
0.053738202826121496 -7.9580035280072545 -17.650121452265594
0.05472786933550332 -7.975460558540415 -17.642917249727496
0.055717319240726024 -7.992906607577184 -17.635691107802934
0.05670655162398674 -8.010341640406297 -17.62844304859517
0.05769556556751135 -8.027765622373265 -17.621173094291073
0.05868436015355606 -8.045178518880578 -17.613881267161073
0.05967293446440902 -8.062580295387924 -17.606567589559077
0.060661287582391865 -8.079970917412394 -17.599232083922423
0.061649418589861324 -8.097350350528693 -17.591874772771806
0.06263732656921082 -8.11471856036935 -17.584495678711217
0.0636250106028721 -8.132075512624926 -17.57709482442788
0.06461246977331675 -8.149421173044221 -17.56967223269218
0.06559970316305792 -8.166755507434484 -17.562227926357608
0.0665867098546519 -8.184078481661626 -17.554761928360676
0.0675734889306997 -8.201390061650415 -17.547274261720876
0.06856003947384874 -8.218690213384695 -17.539764949540594
0.06954636056679445 -8.23597890290759 -17.532234015005038
0.07053245129228193 -8.253256096321707 -17.524681481382196
0.07151831073310758 -8.270521759789343 -17.517107372022732
0.07250393797212074 -8.287775859532694 -17.509511710359945
0.07348933209222537 -8.30501836183406 -17.501894519909694
0.0744744921763817 -8.322249233036043 -17.49425582427031
0.0754594173076079 -8.339468439541765 -17.48659564712255
0.07644410656898172 -8.35667594781506 -17.47891401222951
0.07742855904364221 -8.37387172438068 -17.471210943436553
